ID,Time,Solution,Expected Solution,Number of Vertices,Number of vertices expected
1,0.06816411018371582,"[2, 5, 14, 17, 18, 23, 27, 31, 32, 37, 39, 43, 48, 49, 51, 53, 55, 62, 68, 73, 79, 84, 85, 87, 88, 94, 99, 101, 104]","[2, 6, 7, 12, 14, 22, 24, 26, 31, 37, 39, 43, 48, 49, 53, 57, 58, 62, 64, 68, 73, 79, 84, 87, 88, 94, 99, 101, 104]",29,29
