ID,Time,Solution,Expected Solution,Number of Vertices,Number of vertices expected
1,0.10793256759643555,"[1, 3, 4, 7, 9, 12, 13, 22, 27, 33, 34, 36, 38, 39, 46, 50, 54, 55, 59, 61, 62, 74, 76, 79, 95, 98, 101, 102, 103, 107, 108, 112, 118, 123, 126, 127, 128, 129, 132, 135, 141, 145, 153, 156, 159, 165, 171, 175, 179, 188, 192, 196, 199, 203, 209, 211, 215]","[1, 2, 5, 7, 9, 11, 13, 18, 19, 28, 29, 33, 34, 35, 38, 39, 47, 50, 53, 55, 59, 62, 65, 66, 67, 75, 78, 94, 99, 102, 104, 111, 113, 116, 118, 121, 126, 128, 129, 132, 136, 141, 146, 155, 162, 172, 176, 179, 182, 188, 192, 196, 198, 203, 210, 211, 215]",57,57
