ID,Time,Solution,Expected Solution,Number of Vertices,Number of vertices expected
1,1800.0003716945648,"[1, 2, 4, 6, 7, 8, 10, 11, 12, 13, 14, 15, 16, 17, 19, 21, 23, 24, 26, 29, 31, 33, 34, 36, 40, 42, 43, 44, 46, 48, 50, 53, 56, 57, 59, 61, 62, 63, 65, 67, 72, 74, 77, 79, 80, 84, 85, 87, 89, 91, 93, 96, 98, 100, 104, 111, 115, 120, 121, 124, 126, 128, 129, 131, 135, 136, 138, 140, 147, 151, 156, 158, 164, 165, 174, 177, 180, 193, 196, 200, 202, 213]","[1, 2, 5, 7, 9, 11, 13, 18, 19, 28, 29, 33, 34, 35, 38, 39, 47, 50, 53, 55, 59, 62, 65, 66, 67, 75, 78, 94, 99, 102, 104, 111, 113, 116, 118, 121, 126, 128, 129, 132, 136, 141, 146, 155, 162, 172, 176, 179, 182, 188, 192, 196, 198, 203, 210, 211, 215]",82,57
