ID,Time,Solution,Expected Solution,Number of Vertices,Number of vertices expected,Valid Solution
1,1800.00048995018,"[0, 1, 3, 4, 6, 7, 8, 11, 12, 13, 15, 16, 17, 19, 21, 23, 24, 29, 30, 31, 33, 34, 36, 38, 40, 43, 44, 47, 49, 52, 54, 55, 56, 58, 59, 61, 63, 68, 71, 74, 76, 78, 82, 87, 90, 93, 95, 97, 101, 103, 104, 113, 118, 131, 136, 142, 148, 152, 157, 161]","[2, 6, 10, 13, 15, 22, 23, 26, 28, 34, 36, 40, 44, 49, 53, 58, 64, 73, 74, 77, 82, 86, 88, 92, 99, 100, 103, 107, 109, 110, 113, 123, 129, 130, 134, 143, 146, 147, 148, 152, 159, 162]",60,42,True
2,1800.0598969459534,"[0, 1, 3, 4, 6, 7, 8, 11, 12, 13, 15, 16, 17, 19, 21, 23, 24, 29, 30, 31, 33, 34, 36, 38, 40, 43, 44, 47, 49, 52, 54, 55, 56, 58, 59, 61, 63, 68, 71, 74, 76, 78, 82, 87, 90, 93, 95, 97, 101, 103, 104, 113, 118, 131, 136, 142, 148, 152, 157, 161]","[2, 6, 10, 13, 15, 22, 23, 26, 28, 34, 36, 40, 44, 49, 53, 58, 64, 73, 74, 77, 82, 86, 88, 92, 99, 100, 103, 107, 109, 110, 113, 123, 129, 130, 134, 143, 146, 147, 148, 152, 159, 162]",60,42,True
3,1800.1223590373993,"[0, 1, 3, 4, 6, 7, 8, 11, 12, 13, 15, 16, 17, 19, 21, 23, 24, 29, 30, 31, 33, 34, 36, 38, 40, 43, 44, 47, 49, 52, 54, 55, 56, 58, 59, 61, 63, 68, 71, 74, 76, 78, 82, 87, 90, 93, 95, 97, 101, 103, 104, 113, 118, 131, 136, 142, 148, 152, 157, 161]","[2, 6, 10, 13, 15, 22, 23, 26, 28, 34, 36, 40, 44, 49, 53, 58, 64, 73, 74, 77, 82, 86, 88, 92, 99, 100, 103, 107, 109, 110, 113, 123, 129, 130, 134, 143, 146, 147, 148, 152, 159, 162]",60,42,True
4,1800.3554577827454,"[0, 1, 3, 4, 6, 7, 8, 11, 12, 13, 15, 16, 17, 19, 21, 23, 24, 29, 30, 31, 33, 34, 36, 38, 40, 43, 44, 47, 49, 52, 54, 55, 56, 58, 59, 61, 63, 68, 71, 74, 76, 78, 82, 87, 90, 93, 95, 97, 101, 103, 104, 113, 118, 131, 136, 142, 148, 152, 157, 161]","[2, 6, 10, 13, 15, 22, 23, 26, 28, 34, 36, 40, 44, 49, 53, 58, 64, 73, 74, 77, 82, 86, 88, 92, 99, 100, 103, 107, 109, 110, 113, 123, 129, 130, 134, 143, 146, 147, 148, 152, 159, 162]",60,42,True
5,1800.4977660179138,"[0, 1, 3, 4, 6, 7, 8, 11, 12, 13, 15, 16, 17, 19, 21, 23, 24, 29, 30, 31, 33, 34, 36, 38, 40, 43, 44, 47, 49, 52, 54, 55, 56, 58, 59, 61, 63, 68, 71, 74, 76, 78, 82, 87, 90, 93, 95, 97, 101, 103, 104, 113, 118, 131, 136, 142, 148, 152, 157, 161]","[2, 6, 10, 13, 15, 22, 23, 26, 28, 34, 36, 40, 44, 49, 53, 58, 64, 73, 74, 77, 82, 86, 88, 92, 99, 100, 103, 107, 109, 110, 113, 123, 129, 130, 134, 143, 146, 147, 148, 152, 159, 162]",60,42,True
6,1800.1652474403381,"[0, 1, 3, 4, 6, 7, 8, 11, 12, 13, 15, 16, 17, 19, 21, 23, 24, 29, 30, 31, 33, 34, 36, 38, 40, 43, 44, 47, 49, 52, 54, 55, 56, 58, 59, 61, 63, 68, 71, 74, 76, 78, 82, 87, 90, 93, 95, 97, 101, 103, 104, 113, 118, 131, 136, 142, 148, 152, 157, 161]","[2, 6, 10, 13, 15, 22, 23, 26, 28, 34, 36, 40, 44, 49, 53, 58, 64, 73, 74, 77, 82, 86, 88, 92, 99, 100, 103, 107, 109, 110, 113, 123, 129, 130, 134, 143, 146, 147, 148, 152, 159, 162]",60,42,True
7,1800.0111012458801,"[0, 1, 3, 4, 6, 7, 8, 11, 12, 13, 15, 16, 17, 19, 21, 23, 24, 29, 30, 31, 33, 34, 36, 38, 40, 43, 44, 47, 49, 52, 54, 55, 56, 58, 59, 61, 63, 68, 71, 74, 76, 78, 82, 87, 90, 93, 95, 97, 101, 103, 104, 113, 118, 131, 136, 142, 148, 152, 157, 161]","[2, 6, 10, 13, 15, 22, 23, 26, 28, 34, 36, 40, 44, 49, 53, 58, 64, 73, 74, 77, 82, 86, 88, 92, 99, 100, 103, 107, 109, 110, 113, 123, 129, 130, 134, 143, 146, 147, 148, 152, 159, 162]",60,42,True
8,1800.1324167251587,"[0, 1, 3, 4, 6, 7, 8, 11, 12, 13, 15, 16, 17, 19, 21, 23, 24, 29, 30, 31, 33, 34, 36, 38, 40, 43, 44, 47, 49, 52, 54, 55, 56, 58, 59, 61, 63, 68, 71, 74, 76, 78, 82, 87, 90, 93, 95, 97, 101, 103, 104, 113, 118, 131, 136, 142, 148, 152, 157, 161]","[2, 6, 10, 13, 15, 22, 23, 26, 28, 34, 36, 40, 44, 49, 53, 58, 64, 73, 74, 77, 82, 86, 88, 92, 99, 100, 103, 107, 109, 110, 113, 123, 129, 130, 134, 143, 146, 147, 148, 152, 159, 162]",60,42,True
