ID,Time,Solution,Expected Solution,Number of Vertices,Number of vertices expected
1,1800.0008668899536,"[1, 2, 4, 5, 7, 8, 9, 12, 13, 14, 16, 17, 18, 20, 22, 24, 25, 30, 31, 32, 34, 35, 37, 39, 41, 44, 45, 48, 50, 53, 55, 56, 57, 59, 60, 62, 64, 69, 72, 75, 77, 79, 83, 88, 91, 93, 96, 97, 102, 105, 114, 116, 119, 131, 134, 137, 143, 149, 153, 158, 162]","[2, 6, 10, 13, 15, 22, 23, 26, 28, 34, 36, 40, 44, 49, 53, 58, 64, 73, 74, 77, 82, 86, 88, 92, 99, 100, 103, 107, 109, 110, 113, 123, 129, 130, 134, 143, 146, 147, 148, 152, 159, 162]",61,42
