ID,Time,Solution,Expected Solution,Number of Vertices,Number of vertices expected,Valid Solution
1,1800.0115087032318,"[0, 2, 4, 6, 8, 11, 14, 16, 17, 20, 23, 25, 27, 29, 31, 33, 35, 36, 37, 41, 43, 45, 47, 50, 53, 54, 61, 72, 76, 78, 79, 84, 86, 95, 100, 104, 105]","[2, 6, 7, 12, 14, 22, 24, 26, 31, 37, 39, 43, 48, 49, 53, 57, 58, 62, 64, 68, 73, 79, 84, 87, 88, 94, 99, 101, 104]",37,29,True
2,1800.0095047950745,"[0, 2, 4, 6, 8, 11, 14, 16, 17, 20, 23, 25, 27, 29, 31, 33, 35, 36, 37, 40, 41, 43, 45, 47, 50, 53, 54, 61, 72, 76, 78, 79, 84, 86, 94, 104, 105, 107]","[2, 6, 7, 12, 14, 22, 24, 26, 31, 37, 39, 43, 48, 49, 53, 57, 58, 62, 64, 68, 73, 79, 84, 87, 88, 94, 99, 101, 104]",38,29,True
3,1800.0395164489746,"[0, 2, 4, 6, 8, 11, 14, 16, 17, 20, 23, 25, 27, 29, 31, 33, 35, 36, 37, 40, 41, 43, 45, 47, 50, 53, 54, 61, 72, 76, 78, 79, 84, 86, 94, 104, 105, 107]","[2, 6, 7, 12, 14, 22, 24, 26, 31, 37, 39, 43, 48, 49, 53, 57, 58, 62, 64, 68, 73, 79, 84, 87, 88, 94, 99, 101, 104]",38,29,True
4,1800.8344311714172,"[0, 2, 4, 6, 8, 11, 14, 16, 17, 20, 23, 25, 27, 29, 31, 33, 35, 36, 37, 40, 42, 43, 45, 47, 50, 53, 54, 61, 65, 72, 76, 78, 79, 84, 86, 94, 104, 105, 107]","[2, 6, 7, 12, 14, 22, 24, 26, 31, 37, 39, 43, 48, 49, 53, 57, 58, 62, 64, 68, 73, 79, 84, 87, 88, 94, 99, 101, 104]",39,29,True
5,1800.0295839309692,"[0, 2, 4, 6, 8, 11, 14, 16, 17, 20, 23, 25, 27, 29, 31, 33, 35, 36, 37, 40, 42, 43, 45, 47, 50, 53, 54, 61, 65, 72, 76, 78, 79, 84, 86, 94, 104, 105, 107]","[2, 6, 7, 12, 14, 22, 24, 26, 31, 37, 39, 43, 48, 49, 53, 57, 58, 62, 64, 68, 73, 79, 84, 87, 88, 94, 99, 101, 104]",39,29,True
6,1800.0213720798492,"[0, 2, 4, 6, 8, 11, 14, 16, 17, 20, 23, 25, 27, 29, 31, 33, 35, 36, 37, 40, 41, 43, 45, 47, 50, 53, 54, 61, 72, 76, 78, 79, 84, 86, 94, 104, 105, 107]","[2, 6, 7, 12, 14, 22, 24, 26, 31, 37, 39, 43, 48, 49, 53, 57, 58, 62, 64, 68, 73, 79, 84, 87, 88, 94, 99, 101, 104]",38,29,True
7,1800.092710018158,"[0, 2, 4, 6, 8, 11, 14, 16, 17, 20, 23, 25, 27, 29, 31, 33, 35, 36, 37, 40, 42, 43, 45, 47, 50, 53, 54, 61, 65, 72, 76, 78, 79, 84, 86, 94, 104, 105, 107]","[2, 6, 7, 12, 14, 22, 24, 26, 31, 37, 39, 43, 48, 49, 53, 57, 58, 62, 64, 68, 73, 79, 84, 87, 88, 94, 99, 101, 104]",39,29,True
8,1800.0000858306885,"[0, 2, 4, 6, 8, 11, 14, 16, 17, 20, 23, 25, 27, 29, 31, 33, 35, 36, 37, 41, 43, 45, 47, 50, 53, 54, 61, 72, 76, 78, 79, 84, 86, 95, 100, 104, 105]","[2, 6, 7, 12, 14, 22, 24, 26, 31, 37, 39, 43, 48, 49, 53, 57, 58, 62, 64, 68, 73, 79, 84, 87, 88, 94, 99, 101, 104]",37,29,True
