ID,Time,Solution,Expected Solution,Number of Vertices,Number of vertices expected
1,1.225647211074829,"[3, 4, 9, 11, 15, 23, 27, 29, 30]","[4, 9, 13, 14, 15, 24, 27, 29, 30]",9,9
