ID,Time,Solution,Expected Solution,Number of Vertices,Number of vertices expected
1,1800.000304222107,"[1, 3, 5, 7, 9, 12, 15, 17, 18, 21, 24, 26, 28, 30, 32, 34, 36, 37, 38, 41, 43, 44, 46, 47, 48, 49, 51, 54, 55, 62, 66, 73, 77, 79, 84, 85, 87, 95, 98, 101, 104]","[2, 6, 7, 12, 14, 22, 24, 26, 31, 37, 39, 43, 48, 49, 53, 57, 58, 62, 64, 68, 73, 79, 84, 87, 88, 94, 99, 101, 104]",41,29
